UF;Idade;Sexo;Cor;EstadoCivil;NotaCN;NotaCH;NotaLC;NotaMT;NotaRED;InstrPai;InstrMae;NPessoas;Renda;EscolaEM;TurnoEM
MA;18;M;PPI;Solteiro;427.6;533.3;427.3;518.1;640;Fundamental;E;5;1. Ate 1 SM;Somente Publica;A
MA;25;F;PPI;Solteiro;417;596.5;514;622.6;640;Medio;F;7;4. 5 a 10 SM;Somente Publica;A
MA;33;M;PPI;Outro;439.9;575.7;438.7;414.6;500;Fundamental;E;3;2. 1 a 3 SM;Somente Publica;A
MA;21;M;Não PPI;Solteiro;450.8;615.9;569.8;734.7;520;Medio;E;5;4. 5 a 10 SM;Somente Publica;A
MA;34;F;PPI;Solteiro;454.6;355.3;346.8;353.1;560;Medio;E;4;2. 1 a 3 SM;Somente Publica;A
MA;19;F;PPI;Solteiro;411.6;510.7;438.9;395.6;520;Medio;F;4;2. 1 a 3 SM;Somente Publica;A
MA;18;M;PPI;Solteiro;461.7;411.8;422.5;324.2;340;Medio;D;6;1. Ate 1 SM;Somente Publica;A
MA;19;F;Não PPI;Solteiro;443.4;502.7;464.1;409.3;540;Medio;E;3;1. Ate 1 SM;Somente Publica;A
MA;22;F;PPI;Solteiro;489.3;614.2;600.7;492.9;800;Fundamental;C;2;1. Ate 1 SM;Somente Publica;A
MA;20;M;Não PPI;Solteiro;415.3;393.3;364.8;513;260;Fundamental;B;5;1. Ate 1 SM;Somente Publica;A
MA;18;F;PPI;Solteiro;398.2;520.5;466.7;395.8;440;Fundamental;C;5;1. Ate 1 SM;Somente Publica;A
MA;44;F;PPI;Solteiro;436.6;534;545.7;402.3;700;Fundamental;B;3;2. 1 a 3 SM;Somente Publica;A
MA;20;F;Não PPI;Solteiro;453.5;427.7;377.4;479.6;460;Não Informado;D;5;2. 1 a 3 SM;Somente Publica;C
MA;19;F;Não PPI;Solteiro;491;635.2;586.7;497;820;Medio;E;5;2. 1 a 3 SM;Somente Privada;A
MA;20;M;Não PPI;Solteiro;590.8;672.7;590.1;521;880;Fundamental;E;5;1. Ate 1 SM;Somente Publica;A
MA;25;F;PPI;Solteiro;400.4;457.8;469.8;402;360;Fundamental;B;6;1. Ate 1 SM;Somente Publica;B
MA;19;F;Não PPI;Solteiro;411.8;530.6;528.6;444.1;580;Fundamental;C;5;2. 1 a 3 SM;Somente Publica;A
MA;29;F;PPI;Outro;446.4;602.3;607.9;461.8;860;Medio;F;1;3. 3 a 5 SM;Somente Privada;A
MA;42;F;PPI;Solteiro;443.9;496.4;416;346.5;380;Medio;E;3;1. Ate 1 SM;Somente Publica;B
MA;16;M;PPI;Solteiro;569.2;618.1;520.1;511.6;540;Fundamental;E;5;2. 1 a 3 SM;Somente Publica;A
MA;19;F;Não PPI;Solteiro;436;490.6;475.7;410;440;Fundamental;D;5;2. 1 a 3 SM;Somente Publica;A
MA;18;F;Não PPI;Solteiro;471.6;518.6;510;430;440;Medio;E;4;1. Ate 1 SM;Somente Publica;A
MA;18;M;PPI;Solteiro;430.4;556;524.6;478.7;620;Medio;G;4;2. 1 a 3 SM;Somente Publica;A
MA;21;F;Não PPI;Solteiro;416.2;458.9;479.1;420.5;0;Medio;E;3;1. Ate 1 SM;Somente Publica;A
MA;39;F;PPI;Solteiro;448.8;544.1;490;407.5;540;Fundamental;E;4;1. Ate 1 SM;Somente Publica;C
MA;21;M;PPI;Solteiro;514.4;613.3;526.9;564.7;360;Fundamental;B;4;1. Ate 1 SM;Somente Publica;C
MA;16;M;Não PPI;Solteiro;480.8;589.7;445.6;655.3;540;Medio;E;7;1. Ate 1 SM;Somente Publica;A
MA;35;F;PPI;Outro;518.7;569.8;562.5;380;520;Fundamental;B;5;1. Ate 1 SM;Somente Publica;C
MA;38;F;PPI;Solteiro;439.9;604.7;494.2;454.1;360;Fundamental;A;4;2. 1 a 3 SM;Somente Publica;A
MA;17;F;Não PPI;Solteiro;447.5;603.4;532.6;484.7;460;Superior;F;4;4. 5 a 10 SM;Somente Privada;A
MA;20;M;Não PPI;Solteiro;414.3;542.6;462.2;454.6;520;Fundamental;E;4;2. 1 a 3 SM;Somente Publica;A
MA;19;F;PPI;Solteiro;403.6;557;494.1;383.4;380;Fundamental;C;4;1. Ate 1 SM;Somente Publica;A
MA;19;F;PPI;Solteiro;487.8;537.9;518.1;418.6;460;Medio;D;3;1. Ate 1 SM;Somente Publica;A
MA;17;F;Não PPI;Solteiro;459.5;583.2;555.4;421.9;580;Medio;E;2;1. Ate 1 SM;Somente Publica;A
MA;18;F;Não PPI;Solteiro;404.4;537.2;446.5;446.5;780;Medio;E;3;1. Ate 1 SM;Somente Privada;A
MA;18;M;PPI;Solteiro;595.2;639.9;654.3;748.9;540;Não Informado;C;5;2. 1 a 3 SM;Somente Publica;A
MA;25;M;PPI;Solteiro;493.6;567.4;521.7;344.8;580;Medio;E;3;2. 1 a 3 SM;Somente Privada;A
MA;35;F;PPI;Solteiro;470;615;612.8;386.8;580;Não Informado;C;2;2. 1 a 3 SM;Somente Publica;A
MA;17;F;PPI;Solteiro;523.8;650;573.4;503.8;760;Medio;E;2;2. 1 a 3 SM;Publica/Privada;A
MA;31;F;PPI;Outro;504;570;490.1;439.5;500;Medio;E;2;2. 1 a 3 SM;Somente Publica;A
MA;19;F;PPI;Solteiro;388.3;574.5;438.2;400.1;420;Fundamental;B;8;1. Ate 1 SM;Somente Publica;A
MA;29;F;Não PPI;Outro;453.5;437.6;478.9;355;420;Fundamental;B;3;1. Ate 1 SM;Somente Publica;C
MA;19;F;PPI;Solteiro;531.6;518.9;467.9;454.7;620;Fundamental;E;6;1. Ate 1 SM;Somente Publica;A
MA;35;M;PPI;Outro;537.1;635.5;527.5;721.6;680;Fundamental;D;4;3. 3 a 5 SM;Somente Publica;A
MA;37;F;Não PPI;Solteiro;536.2;620.7;581.8;374.4;840;Fundamental;B;5;2. 1 a 3 SM;Publica/Privada;A
MA;20;M;PPI;Solteiro;482.8;432.3;440;455.4;560;Não Informado;D;2;2. 1 a 3 SM;Somente Publica;A
MA;18;F;PPI;Solteiro;343.3;546.3;489.9;425.6;640;Medio;E;5;2. 1 a 3 SM;Somente Publica;A
MA;19;F;PPI;Solteiro;393.1;500.3;415.9;582.3;480;Fundamental;B;6;2. 1 a 3 SM;Somente Publica;A
MA;26;M;PPI;Solteiro;448.5;551.5;434.2;397.5;440;Fundamental;B;5;2. 1 a 3 SM;Somente Publica;A
MA;21;F;PPI;Solteiro;448.1;546.6;519.3;415.1;620;Não Informado;D;4;2. 1 a 3 SM;Somente Publica;A
MA;22;F;PPI;Solteiro;397.1;465.4;479.5;409.3;540;Fundamental;B;3;1. Ate 1 SM;Somente Publica;A
MA;49;M;PPI;Solteiro;476.2;545.3;462.8;348.9;460;Fundamental;C;6;2. 1 a 3 SM;Somente Publica;A
MA;21;F;PPI;NA;451.7;552.9;406.2;385.5;480;Fundamental;B;4;2. 1 a 3 SM;Publica/Privada;B
MA;19;F;PPI;Solteiro;414.6;514.8;496.4;536.2;520;Fundamental;E;5;1. Ate 1 SM;Somente Publica;A
MA;26;F;PPI;Solteiro;374;503.4;490.5;391.6;400;Fundamental;B;6;1. Ate 1 SM;Somente Publica;B
MA;38;M;PPI;Outro;532.8;643.4;545.9;483.7;780;Fundamental;C;6;2. 1 a 3 SM;Somente Publica;C
MA;24;M;Não PPI;Solteiro;446.1;499.1;352.1;341.8;0;Não Informado;D;7;4. 5 a 10 SM;Somente Privada;A
MA;25;F;Não PPI;Solteiro;419.8;543.2;520.1;315.7;540;Fundamental;B;6;1. Ate 1 SM;Somente Publica;B
MA;37;F;PPI;Solteiro;545.7;569.3;505.4;389.8;540;Fundamental;B;3;1. Ate 1 SM;Somente Publica;A
MA;18;M;PPI;Solteiro;496.4;505;447.8;481.3;540;Medio;E;3;1. Ate 1 SM;Somente Publica;A
MA;19;F;Não PPI;Solteiro;482.4;523;414.4;472.7;560;Fundamental;B;3;1. Ate 1 SM;Somente Publica;A
MA;31;F;PPI;Outro;443;463.7;367.4;504.6;500;Não Informado;C;3;3. 3 a 5 SM;Somente Publica;A
MA;18;F;PPI;Solteiro;371.3;508.3;475.2;463;560;Fundamental;B;5;1. Ate 1 SM;Somente Publica;C
MA;28;M;PPI;Solteiro;488.5;538.3;502.3;613.8;420;Medio;D;6;1. Ate 1 SM;Somente Publica;A
MA;19;F;Não PPI;Solteiro;614.6;641.9;616.9;670.9;620;Medio;E;6;5. 10 ou mais;Somente Privada;A
MA;17;F;PPI;Solteiro;479.4;568.3;555.3;462.8;460;Não Informado;F;5;1. Ate 1 SM;Somente Publica;B
MA;18;M;PPI;Solteiro;422;520.8;475.3;409.4;340;Fundamental;C;3;1. Ate 1 SM;Somente Publica;B
MA;31;F;PPI;Outro;408.7;579.7;506.3;501.6;520;Fundamental;A;4;2. 1 a 3 SM;Somente Publica;C
MA;28;F;PPI;Solteiro;401.3;453.6;392.1;391.2;220;Medio;E;1;1. Ate 1 SM;Somente Publica;A
MA;22;M;Não PPI;Solteiro;565;574.7;531;396.7;400;Não Informado;E;4;1. Ate 1 SM;Somente Publica;A
MA;33;F;PPI;Solteiro;361.4;361;457;445;460;Fundamental;B;3;1. Ate 1 SM;Somente Publica;C
MA;17;M;Não PPI;Solteiro;525.5;600;355.9;335.2;700;Fundamental;F;7;2. 1 a 3 SM;Somente Publica;A
MA;47;M;PPI;Outro;404.1;468.4;382.2;413.7;540;Fundamental;D;6;4. 5 a 10 SM;Somente Publica;C
MA;17;M;Não PPI;Solteiro;495.8;593.8;544.3;636.2;600;Medio;E;2;1. Ate 1 SM;Somente Publica;A
MA;22;F;Não PPI;Solteiro;416;565.2;535.4;444.1;440;Fundamental;D;3;1. Ate 1 SM;Somente Publica;A
MA;24;M;PPI;Solteiro;363.8;557.6;458.6;415.7;440;Fundamental;D;3;2. 1 a 3 SM;Somente Publica;A
MA;28;F;PPI;Solteiro;452.4;416;337.3;452.8;380;Fundamental;B;3;1. Ate 1 SM;Somente Publica;B
MA;18;F;PPI;Solteiro;354.3;458.9;404.2;455.7;420;Fundamental;C;5;1. Ate 1 SM;Somente Publica;A
MA;26;M;PPI;Outro;511.4;579.3;552.1;381.1;640;Medio;D;4;2. 1 a 3 SM;Somente Publica;A
MA;17;M;PPI;Solteiro;521.9;543.6;506.8;595.6;720;Não Informado;D;4;1. Ate 1 SM;Somente Publica;A
MA;31;M;Não PPI;Solteiro;535.2;655.3;580.7;607.1;600;Fundamental;C;3;3. 3 a 5 SM;Somente Publica;C
MA;20;F;PPI;Solteiro;447.9;443.3;497.1;406.1;520;Medio;E;5;2. 1 a 3 SM;Somente Privada;A
MA;29;F;PPI;Solteiro;391.3;444.8;458.6;389;440;Medio;E;4;1. Ate 1 SM;Somente Publica;A
MA;31;F;PPI;Solteiro;475.5;550.8;424.6;393.5;520;Fundamental;B;3;1. Ate 1 SM;Somente Publica;A
MA;19;F;PPI;Solteiro;421.1;524;573;365.2;600;Não Informado;E;8;2. 1 a 3 SM;Somente Publica;A
MA;19;F;Não PPI;Solteiro;415;386.3;426.9;405.5;360;Fundamental;C;4;1. Ate 1 SM;Somente Publica;A
MA;19;F;PPI;Solteiro;372.6;436.5;499.3;438.3;480;Fundamental;C;5;1. Ate 1 SM;Somente Publica;A
MA;21;F;PPI;Solteiro;391.4;413.6;426.8;436.1;440;Fundamental;A;5;1. Ate 1 SM;Somente Publica;A
MA;19;F;PPI;Solteiro;424.8;596.9;475.6;386.2;700;Medio;E;4;1. Ate 1 SM;Somente Publica;A
MA;22;F;Não PPI;Outro;395.6;542.5;505;504.8;620;Medio;D;1;1. Ate 1 SM;Somente Publica;A
MA;20;M;PPI;Solteiro;448;450.1;472;449.4;520;Não Informado;E;7;2. 1 a 3 SM;Somente Publica;B
MA;17;F;PPI;Solteiro;362.5;559.4;504.1;457.3;560;Medio;G;4;2. 1 a 3 SM;Somente Privada;A
MA;21;F;Não PPI;Solteiro;412.3;467.2;441.9;473;460;Fundamental;E;7;2. 1 a 3 SM;Somente Publica;A
MA;17;F;PPI;Solteiro;475.2;491.7;397;415.1;560;Fundamental;C;3;1. Ate 1 SM;Somente Publica;B
MA;24;M;PPI;Solteiro;517.3;541.6;465;530.7;420;Fundamental;E;6;1. Ate 1 SM;Somente Publica;A
MA;20;M;PPI;Solteiro;454.2;599.8;499.5;513.2;520;Medio;F;3;2. 1 a 3 SM;Publica/Privada;A
MA;29;M;PPI;Solteiro;456.1;557.7;480.3;416.6;440;Fundamental;B;4;3. 3 a 5 SM;Somente Publica;B
MA;22;F;Não PPI;Solteiro;412.7;528.7;421.6;333.6;320;Fundamental;C;4;2. 1 a 3 SM;Somente Publica;A
MA;17;M;PPI;Solteiro;392.2;519.8;374.2;353.1;400;Não Informado;H;7;2. 1 a 3 SM;Somente Publica;A
MA;17;M;PPI;Solteiro;519.3;564.5;504.7;386.1;480;Medio;E;3;3. 3 a 5 SM;Somente Publica;A
MA;17;F;PPI;Solteiro;401.3;504;483.7;398;420;Não Informado;C;8;3. 3 a 5 SM;Somente Publica;A
MA;21;F;Não PPI;Solteiro;430;587.8;519.9;390.4;560;Fundamental;C;5;1. Ate 1 SM;Somente Publica;A
MA;23;M;PPI;Solteiro;466.2;589.8;545.3;437.1;600;Fundamental;C;3;2. 1 a 3 SM;Somente Publica;A
MA;18;M;PPI;Solteiro;458.3;586.5;504.4;442.4;500;Medio;F;4;2. 1 a 3 SM;Somente Publica;A
MA;19;M;PPI;Solteiro;443.6;558;438.5;445.3;420;Fundamental;B;4;1. Ate 1 SM;Somente Publica;C
MA;38;M;PPI;Outro;501;624.9;548.6;491;440;Fundamental;A;5;2. 1 a 3 SM;Somente Publica;C
MA;19;F;PPI;Solteiro;442.7;555.5;556.8;363.7;600;Fundamental;E;4;2. 1 a 3 SM;Somente Publica;A
MA;21;F;PPI;Solteiro;396.2;501.7;487;457.9;460;Medio;E;4;2. 1 a 3 SM;Somente Publica;A
MA;27;F;PPI;Solteiro;430.7;527;385.9;422.3;460;Não Informado;E;3;2. 1 a 3 SM;Somente Publica;A
MA;19;F;PPI;Solteiro;489.8;535.1;443.1;352;500;Fundamental;D;5;1. Ate 1 SM;Somente Publica;A
MA;22;F;PPI;Solteiro;429.7;443.7;418.2;328.6;600;Fundamental;E;7;1. Ate 1 SM;Publica/Privada;C
MA;21;F;PPI;Solteiro;484.7;575.6;575.6;533.7;520;Fundamental;C;3;1. Ate 1 SM;Somente Publica;A
MA;18;M;Não PPI;Solteiro;414.7;578.6;430.4;382.9;700;Fundamental;D;4;2. 1 a 3 SM;Somente Publica;A
MA;23;F;PPI;Solteiro;351.3;550.7;538.3;459.6;560;Fundamental;D;7;2. 1 a 3 SM;Somente Publica;A
MA;18;F;PPI;Solteiro;417.5;486.1;436.5;431.1;500;Não Informado;H;5;1. Ate 1 SM;Somente Publica;A
MA;33;F;Não PPI;Solteiro;476.7;601.9;500.7;542.4;560;Fundamental;B;3;1. Ate 1 SM;Somente Publica;B
MA;18;M;Não PPI;Solteiro;445.5;537.5;515.8;370.9;560;Fundamental;E;3;1. Ate 1 SM;Somente Publica;A
MA;22;F;PPI;Solteiro;383.9;427.9;515.3;474.4;600;Fundamental;E;4;1. Ate 1 SM;Somente Publica;C
MA;25;M;PPI;Solteiro;365.7;462.1;462.4;477.4;320;Não Informado;B;6;2. 1 a 3 SM;Somente Publica;C
MA;20;F;Não PPI;Solteiro;517.5;572.6;533.6;459.7;620;Medio;E;4;4. 5 a 10 SM;Somente Privada;A
MA;17;M;PPI;Solteiro;524.9;561.2;482.2;519;560;Fundamental;C;5;2. 1 a 3 SM;Somente Publica;A
MA;22;F;PPI;Solteiro;505.9;576.1;529.3;542.6;900;Fundamental;B;8;1. Ate 1 SM;Somente Publica;A
MA;26;M;Não PPI;Solteiro;561;576.3;513.8;657.2;580;Medio;C;2;2. 1 a 3 SM;Somente Publica;A
MA;23;M;PPI;Solteiro;569.1;636.9;598.6;671.6;480;Fundamental;E;4;4. 5 a 10 SM;Somente Publica;A
MA;28;F;PPI;Solteiro;450.2;562;583.7;406.1;620;Não Informado;C;1;1. Ate 1 SM;Somente Publica;B
MA;24;M;Não PPI;Solteiro;574.5;613.7;576.1;615.2;560;Fundamental;C;7;2. 1 a 3 SM;Somente Publica;C
MA;21;F;PPI;Solteiro;366;507.7;405.6;364.8;380;Fundamental;C;3;2. 1 a 3 SM;Somente Publica;A
MA;22;F;PPI;Outro;475;475.8;392.4;447.4;360;Não Informado;A;2;1. Ate 1 SM;Somente Publica;A
MA;19;M;PPI;Solteiro;437.1;511.9;521.3;481.4;540;Medio;E;4;2. 1 a 3 SM;Publica/Privada;A
MA;23;F;PPI;Solteiro;398.5;546.6;541.4;396.3;540;Não Informado;C;8;2. 1 a 3 SM;Somente Publica;C
MA;17;F;PPI;Solteiro;394.3;523.1;505;454.4;560;Não Informado;H;2;1. Ate 1 SM;Somente Publica;A
MA;20;F;PPI;Solteiro;599.3;651;626.3;509.2;840;Medio;F;3;2. 1 a 3 SM;Somente Privada;A
MA;19;M;PPI;Solteiro;429;520.3;484.6;408.5;460;Medio;E;5;4. 5 a 10 SM;Somente Publica;A
MA;20;M;PPI;Solteiro;436.6;447.4;355.4;364.5;340;Medio;E;5;2. 1 a 3 SM;Somente Publica;B
MA;21;F;PPI;Solteiro;517.9;652.8;607.3;446.4;840;Medio;E;3;2. 1 a 3 SM;Somente Publica;A
MA;36;M;PPI;Outro;450.9;503.3;389;657;520;Fundamental;B;4;2. 1 a 3 SM;Somente Publica;C
MA;21;F;PPI;Outro;457.4;519.4;472.5;424.6;480;Fundamental;D;5;1. Ate 1 SM;Somente Publica;A
MA;20;F;PPI;Solteiro;460.3;562.5;512.9;388.7;620;Fundamental;E;4;1. Ate 1 SM;Somente Publica;A
MA;20;M;PPI;Solteiro;521.7;473.7;484.6;475.9;440;Medio;E;7;1. Ate 1 SM;Somente Publica;A
MA;17;F;PPI;Solteiro;554.2;619.9;555.2;405.4;540;Fundamental;B;5;1. Ate 1 SM;Somente Publica;B
MA;26;F;PPI;Outro;487.2;562.9;543.3;420.9;540;Fundamental;E;4;2. 1 a 3 SM;Somente Publica;B
MA;32;F;PPI;Solteiro;386.8;456.9;413.3;455.5;420;Fundamental;C;3;1. Ate 1 SM;Somente Publica;B
MA;19;F;PPI;Solteiro;424.5;514;468.9;363.1;440;Medio;A;5;2. 1 a 3 SM;Somente Publica;A
MA;18;M;Não PPI;Solteiro;519.4;559.8;523.3;640;720;Medio;E;5;4. 5 a 10 SM;Somente Publica;B
MA;20;F;Não PPI;Solteiro;533.9;592;456.5;420.2;440;Fundamental;B;5;1. Ate 1 SM;Somente Publica;A
MA;21;M;Não Informado;Solteiro;547.9;609.8;544.2;755.2;740;Medio;G;3;4. 5 a 10 SM;Somente Privada;B
MA;31;M;PPI;Solteiro;526.8;672.1;570.2;495.5;660;Não Informado;B;5;2. 1 a 3 SM;Somente Publica;B
MA;18;F;PPI;Solteiro;518.9;639.2;586.3;582.3;540;Fundamental;B;6;2. 1 a 3 SM;Somente Publica;A
MA;31;F;PPI;Outro;421.7;575.3;486.6;418.4;460;Não Informado;H;3;3. 3 a 5 SM;Somente Publica;B
MA;21;M;PPI;Solteiro;444.6;542.6;455.5;356;320;Fundamental;C;3;2. 1 a 3 SM;Somente Publica;A
MA;21;F;PPI;Solteiro;410.9;543.1;401.5;495.8;460;Fundamental;B;8;1. Ate 1 SM;Somente Publica;A
MA;39;F;PPI;Outro;511.3;579.5;511.5;326.6;380;Medio;E;4;1. Ate 1 SM;Somente Publica;A
MA;23;M;PPI;Solteiro;395.7;582.9;459.9;326.5;480;Fundamental;E;5;2. 1 a 3 SM;Somente Publica;B
MA;16;F;PPI;Solteiro;501.9;496.4;443.9;366.7;520;Fundamental;D;4;2. 1 a 3 SM;Somente Publica;A
MA;17;M;Não PPI;Solteiro;359.9;524.4;494.9;386.6;0;Medio;E;5;1. Ate 1 SM;Somente Publica;A
MA;18;F;Não PPI;Solteiro;418.4;537.6;511.2;469.2;500;Fundamental;G;4;2. 1 a 3 SM;Somente Publica;A
MA;27;F;Não PPI;Outro;548.5;620.1;603.6;625;820;Fundamental;D;2;2. 1 a 3 SM;Somente Publica;A
MA;17;F;PPI;Solteiro;461.3;517.2;522.6;453.5;620;Medio;E;4;2. 1 a 3 SM;Somente Publica;A
MA;21;F;PPI;NA;452.3;595.1;540.3;465.6;460;Não Informado;H;2;2. 1 a 3 SM;Somente Publica;A
MA;27;F;PPI;Solteiro;490.9;544.3;510.8;369.3;580;Medio;E;4;2. 1 a 3 SM;Somente Publica;A
MA;24;M;PPI;Solteiro;535.8;652.3;617.1;568.3;640;Fundamental;C;3;5. 10 ou mais;Somente Publica;B
MA;19;F;Não Informado;Solteiro;473.9;601.7;506.8;448.2;640;Superior;E;3;1. Ate 1 SM;Somente Publica;A
MA;20;F;PPI;Solteiro;414.5;380;368;380.2;380;Fundamental;C;5;1. Ate 1 SM;Somente Publica;A
MA;17;F;PPI;Solteiro;372.3;466.4;369.6;348.4;360;Medio;E;4;2. 1 a 3 SM;Somente Publica;A
MA;20;F;Não PPI;Solteiro;460.8;591.6;589;401.2;620;Não Informado;H;3;1. Ate 1 SM;Somente Publica;A
MA;24;M;PPI;Solteiro;641.1;655.9;555.9;625.9;640;Medio;F;3;3. 3 a 5 SM;Somente Privada;A
MA;21;M;Não Informado;Solteiro;404.2;571.1;512.5;388.8;580;Fundamental;B;8;2. 1 a 3 SM;Somente Publica;A
MA;41;F;Não PPI;Outro;464.5;395.9;398.4;341.6;440;Fundamental;B;4;2. 1 a 3 SM;Somente Publica;A
MA;22;F;Não PPI;Solteiro;461.1;535.4;522.2;329.4;660;Medio;E;4;1. Ate 1 SM;Somente Publica;A
MA;18;F;Não PPI;Solteiro;626.1;632.9;621.2;506.2;680;Medio;E;6;4. 5 a 10 SM;Somente Privada;A
MA;18;M;PPI;Solteiro;459.4;524.3;444.4;465.7;560;Fundamental;G;3;2. 1 a 3 SM;Somente Publica;A
MA;22;M;PPI;Solteiro;451.8;534.6;508.8;497.1;460;Medio;E;2;1. Ate 1 SM;Somente Publica;A
MA;19;F;PPI;Solteiro;522.3;569.5;456.7;433.2;0;Fundamental;G;2;2. 1 a 3 SM;Somente Publica;A
MA;18;M;PPI;Solteiro;581;583.9;524.9;444.2;560;Fundamental;B;3;1. Ate 1 SM;Somente Privada;A
MA;20;F;PPI;Solteiro;384.5;509.3;394.5;378.9;220;Fundamental;B;8;1. Ate 1 SM;Somente Publica;C
MA;36;F;PPI;Outro;461.9;576.9;471;347.6;620;Fundamental;A;4;1. Ate 1 SM;Somente Publica;B
MA;22;F;PPI;Solteiro;448.1;561.9;514.4;361.1;600;Fundamental;D;4;2. 1 a 3 SM;Somente Publica;C
MA;21;F;PPI;Solteiro;443.1;679.3;619;619.4;520;Fundamental;B;2;2. 1 a 3 SM;Somente Publica;A
MA;17;M;PPI;Solteiro;560.3;603.3;589.3;391.8;520;Superior;G;6;3. 3 a 5 SM;Somente Privada;A
MA;34;F;PPI;Solteiro;431.1;474.5;405;353.7;420;Fundamental;B;4;1. Ate 1 SM;Somente Publica;B
MA;42;F;Não PPI;Outro;470.3;601.6;568.7;348.6;660;Fundamental;A;6;3. 3 a 5 SM;Somente Publica;C
MA;42;F;PPI;Solteiro;487.6;524.1;467;379.9;480;Medio;C;3;1. Ate 1 SM;Somente Publica;A
MA;36;M;PPI;Outro;519.8;648.3;566.8;414.5;560;Fundamental;D;5;2. 1 a 3 SM;Publica/Privada;B
MA;21;F;PPI;Solteiro;548.7;611.6;600.5;544.5;640;Fundamental;B;4;1. Ate 1 SM;Somente Publica;A
MA;21;F;PPI;Solteiro;387;454.2;389.9;471.5;500;Não Informado;H;4;2. 1 a 3 SM;Somente Publica;B
MA;19;F;PPI;Solteiro;417.3;481.6;529.8;328.3;440;Fundamental;B;4;2. 1 a 3 SM;Somente Publica;A
MA;18;F;PPI;Solteiro;387.2;401.8;349.9;427;340;Fundamental;A;5;2. 1 a 3 SM;Somente Publica;B
MA;25;F;PPI;Solteiro;456.7;579;545.9;459;560;Fundamental;E;5;1. Ate 1 SM;Somente Publica;A
MA;20;F;PPI;Solteiro;382.2;431.4;368.9;376.7;0;Fundamental;B;6;1. Ate 1 SM;Somente Publica;A
MA;22;M;Não PPI;Solteiro;381.7;460.3;457.8;522.4;520;Fundamental;E;5;3. 3 a 5 SM;Somente Publica;A
MA;22;F;Não PPI;Solteiro;414;467.6;455.2;418.6;320;Fundamental;A;4;1. Ate 1 SM;Somente Publica;A
MA;26;F;Não PPI;Solteiro;408;511.6;529;532;520;Fundamental;A;2;2. 1 a 3 SM;Publica/Privada;A
MA;18;F;Não PPI;Solteiro;457.9;449.4;507.5;465.7;660;Medio;E;4;2. 1 a 3 SM;Somente Publica;A
MA;25;F;Não PPI;Outro;515.1;560.6;477.2;612.4;560;Medio;F;2;2. 1 a 3 SM;Somente Privada;A
MA;27;M;Não PPI;Solteiro;507.2;535;498.8;430.5;520;Fundamental;B;3;1. Ate 1 SM;Publica/Privada;A
MA;21;F;PPI;Solteiro;444.2;554.1;502.6;326.6;520;Não Informado;B;2;3. 3 a 5 SM;Somente Publica;A
MA;21;F;Não PPI;Solteiro;678.5;714.8;661.4;716.9;740;Medio;F;4;4. 5 a 10 SM;Somente Privada;A
MA;37;F;Não PPI;NA;495.4;437.3;470.7;349;460;Não Informado;E;4;3. 3 a 5 SM;Somente Publica;C
MA;19;F;PPI;Solteiro;418.4;529.3;461.6;439.8;520;Fundamental;D;4;2. 1 a 3 SM;Somente Publica;A
MA;38;M;Não PPI;Outro;607.5;691.2;611.7;592.6;360;Fundamental;B;5;3. 3 a 5 SM;Somente Publica;A
MA;19;F;PPI;Solteiro;450.4;577.4;528.5;436.4;600;Superior;E;5;3. 3 a 5 SM;Publica/Privada;A
MA;19;M;PPI;Solteiro;532.8;373.2;501.4;360.3;580;Fundamental;H;2;1. Ate 1 SM;Somente Publica;A
MA;17;M;PPI;Solteiro;493.4;547.2;542.1;483.1;500;Fundamental;F;5;2. 1 a 3 SM;Somente Publica;A
MA;23;F;PPI;Solteiro;361.5;465.7;377.2;367.4;320;Fundamental;C;5;1. Ate 1 SM;Somente Publica;C
MA;18;F;PPI;Solteiro;428.8;542.5;535.1;393.2;500;Fundamental;B;4;1. Ate 1 SM;Somente Publica;A
MA;22;F;PPI;Solteiro;414.9;380.1;451.5;358.4;420;Fundamental;B;3;1. Ate 1 SM;Somente Publica;B
MA;16;F;PPI;Solteiro;478.6;570.5;521;450.6;580;Não Informado;E;4;1. Ate 1 SM;Somente Publica;A
MA;17;F;PPI;Solteiro;455.4;632.9;492.4;512.7;580;Fundamental;E;3;1. Ate 1 SM;Somente Publica;A
MA;17;M;Não PPI;Solteiro;541.3;649.2;606;536.9;660;Medio;F;5;3. 3 a 5 SM;Somente Privada;A
MA;25;M;PPI;Solteiro;470.7;582.9;493.3;362.5;480;Não Informado;E;4;1. Ate 1 SM;Somente Publica;C
MA;24;M;Não PPI;Solteiro;486.2;607.1;404.4;407.6;560;Medio;D;7;2. 1 a 3 SM;Somente Publica;A
MA;54;F;PPI;Outro;427;571.7;396.4;412.3;380;Fundamental;B;3;1. Ate 1 SM;Somente Publica;C
MA;18;M;PPI;Solteiro;508.4;603.1;569.7;395.4;780;Medio;E;3;3. 3 a 5 SM;Somente Privada;A
MA;18;F;PPI;Solteiro;444.5;418.9;444.8;450.1;380;Fundamental;B;6;1. Ate 1 SM;Somente Publica;A
MA;18;F;Não PPI;Solteiro;541.4;512.2;482.5;374.1;540;Medio;E;4;2. 1 a 3 SM;Somente Privada;A
MA;18;M;PPI;Solteiro;495.2;547.1;469.3;556.6;720;Fundamental;D;8;2. 1 a 3 SM;Somente Publica;A
